mid,q1_diff,q2_diff,q3_diff,improved_score,score_change,q1_first,q1_second,q2_first,q2_second,q3_first,q3_second,avg_score_diff,max_score_diff_pos,max_score_diff_neg,pct_3p,pct_fg,pct_ft,pct_3p_reg,pct_fg_reg,pct_ft_reg,underdog_odds,p1_plays,p2_plays,p3_plays
LAL1228,-8,4,-1,True,9,False,True,True,False,False,True,-0.4867256637168141,8,-13,0.4210526315789473,0.5,0.8461538461538461,0.03,0.02,0.06,2.95,False,False,False
PHI616,-14,-22,-18,True,21,False,False,False,False,False,True,-13.77310924369748,5,-26,0.5,0.5172413793103449,0.5833333333333334,0.15,0.05,-0.22,3.5,True,True,True
CLE509,-9,-11,-26,False,-1,False,False,False,True,False,False,-13.651785714285714,0,-30,0.3666666666666666,0.5882352941176471,0.7777777777777778,-0.02,0.1,-0.0,5.5,True,False,True
MIL201,-10,-23,-36,True,8,True,False,False,False,False,False,-16.63716814159292,5,-39,0.6206896551724138,0.6111111111111112,0.5833333333333334,0.25,0.14,-0.2,5.0,True,False,False
NYK412,2,-3,-13,False,-2,False,False,False,False,False,False,-5.789473684210527,4,-17,0.2105263157894736,0.463768115942029,0.7647058823529411,-0.14,0.0,-0.01,1.9523809523809523,False,False,True
TOR418,3,7,-1,False,-5,True,False,True,False,False,False,2.9646017699115044,12,-6,0.3928571428571428,0.3783783783783784,0.9333333333333332,0.03,-0.09,0.16,2.9,False,True,True
IND1231,-11,-6,-20,False,0,False,False,True,False,False,False,-10.594594594594597,4,-22,0.5,0.4923076923076923,0.7692307692307693,0.12,0.01,-0.01,3.7,True,True,False
LAC404,-7,-15,-22,True,4,False,False,False,False,False,False,-14.793814432989691,0,-24,0.55,0.4393939393939394,0.8888888888888888,0.2,-0.02,0.11,5.5,False,False,True
LAL325,-3,0,-18,True,10,False,False,True,False,False,False,-6.513513513513513,5,-18,0.4166666666666667,0.5076923076923077,0.6153846153846154,0.06,0.05,-0.16,3.0,False,False,True
ORL324,-8,0,-5,True,6,False,False,True,True,False,True,-3.8034188034188032,7,-13,0.3333333333333333,0.4925373134328358,0.8888888888888888,-0.04,0.02,0.1,4.75,True,True,True
MEM1226,5,2,-1,True,11,False,True,False,True,True,False,2.4328358208955225,10,-8,0.34375,0.4366197183098591,0.7894736842105263,-0.01,-0.03,-0.01,2.2,True,True,False
HOU110,-4,-19,-13,False,-5,False,False,False,False,True,True,-13.35593220338983,1,-27,0.391304347826087,0.5,0.6842105263157895,0.01,0.02,-0.1,2.6,True,False,True
UTA610,-1,-13,-7,True,1,False,False,False,False,True,True,-6.234782608695652,2,-21,0.53125,0.5689655172413793,0.625,0.18,0.1,-0.15,2.2,True,True,True
POR510,-17,-16,-11,False,0,False,False,False,False,True,False,-11.708333333333334,-1,-19,0.4736842105263157,0.5138888888888888,0.8636363636363636,0.09,0.03,0.08,10.0,False,False,False
SAS124,3,-1,-8,False,-12,True,False,False,False,False,False,-3.0841121495327104,10,-22,0.4761904761904761,0.4594594594594595,0.875,0.11,-0.01,0.09,3.0,True,True,False
SAS331,-6,-16,-15,True,1,False,False,False,False,False,True,-10.516129032258064,4,-23,0.4545454545454545,0.5211267605633803,0.8125,0.07,0.03,0.03,2.2,True,True,True
OKC324,-5,4,-9,False,0,False,False,True,True,False,False,-3.8053097345132745,12,-17,0.3478260869565217,0.4324324324324324,0.8333333333333334,-0.02,-0.04,0.06,3.45,False,False,True
ATL530,1,-4,-17,False,0,False,False,False,False,False,False,-9.834782608695653,5,-26,0.3939393939393939,0.4444444444444444,0.9047619047619048,0.06,0.0,0.14,2.7,True,True,True
UTA505,-12,-24,-37,True,5,False,False,False,True,False,False,-22.2,2,-41,0.48,0.6190476190476191,0.7142857142857143,0.1,0.15,-0.04,3.4,True,True,False
MEM322,6,5,-8,True,2,True,False,False,True,False,False,-0.4488188976377952,9,-10,0.3,0.5753424657534246,1.0,-0.07,0.11,0.21,2.65,False,True,True
LAC117,-10,-6,-25,False,-8,True,False,False,True,False,False,-12.98198198198198,5,-34,0.4705882352941176,0.5441176470588235,0.7692307692307693,0.1,0.08,-0.01,4.0,True,True,False
OKC1231,-4,-11,-12,False,-21,False,False,False,False,True,False,-7.858695652173913,2,-33,0.2692307692307692,0.4657534246575342,0.6666666666666666,-0.09,-0.01,-0.11,2.75,True,True,True
BRK1228,-9,1,-2,False,-3,False,True,True,True,False,True,-3.355371900826446,4,-12,0.4285714285714285,0.4428571428571428,0.7619047619047619,0.06,-0.02,-0.01,2.05,False,False,False
TOR221,4,-3,-1,True,8,False,True,False,False,False,True,-1.7672413793103448,10,-14,0.3846153846153846,0.4375,0.75,0.01,-0.02,-0.05,2.3,True,True,False
POR411,6,-8,-18,True,9,True,False,False,False,False,False,-5.847619047619047,10,-20,0.5,0.5074626865671642,0.7142857142857143,0.13,0.03,-0.07,1.9090909090909087,True,True,True
PHO318,0,-5,-8,True,12,False,False,False,False,False,True,-3.748031496062992,6,-15,0.4782608695652174,0.5230769230769231,0.8,0.09,0.04,0.01,5.75,True,False,True
NYK207,-2,-1,-5,False,-1,True,False,True,False,False,False,-1.2190476190476192,10,-9,0.4,0.4848484848484848,0.6666666666666666,0.06,0.04,-0.09,3.0,True,True,True
PHO321,-5,-15,-12,False,-5,False,False,False,False,True,False,-9.657894736842104,0,-18,0.3478260869565217,0.5079365079365079,0.7619047619047619,-0.0,0.05,-0.01,5.25,False,False,True
DET516,-19,-22,-24,True,11,False,False,False,False,True,False,-18.213675213675213,0,-28,0.4074074074074074,0.5606060606060606,0.5882352941176471,0.05,0.08,-0.17,2.5,False,False,False
BOS321,4,-8,-16,False,0,False,False,False,False,False,False,-7.41747572815534,5,-23,0.4878048780487805,0.4626865671641791,1.0,0.11,-0.01,0.21,4.1,True,True,True
BRK116,-3,-2,-1,False,-6,False,True,False,False,True,False,-1.6446280991735538,5,-10,0.3793103448275862,0.5,0.8666666666666667,0.01,0.03,0.08,4.75,True,False,True
LAC618,-2,-22,-3,True,15,False,False,False,False,True,True,-4.566666666666666,12,-25,0.5,0.5223880597014925,1.0,0.14,0.06,0.22,2.35,False,True,True
GSW217,-12,-15,-10,True,18,False,False,False,False,True,False,-7.815789473684211,8,-19,0.3846153846153846,0.5,0.9090909090909092,0.03,0.05,0.13,1.9523809523809523,True,True,False
CLE112,-4,-13,-28,False,-2,False,False,False,True,False,False,-18.852631578947367,4,-34,0.5294117647058824,0.46875,0.75,0.15,-0.02,-0.03,7.5,False,False,True
SAS421,0,2,-5,False,-15,False,False,False,True,True,False,-2.911764705882353,7,-22,0.3,0.4603174603174603,0.8125,-0.08,-0.01,0.05,2.1,True,True,True
WAS416,1,1,-3,True,5,False,True,True,False,False,False,0.5073529411764706,13,-9,0.3157894736842105,0.4761904761904761,0.8214285714285714,-0.05,0.01,0.04,2.3,True,True,True
BOS216,-4,-5,-11,False,-2,True,False,False,True,True,False,-6.333333333333333,6,-15,0.3939393939393939,0.5,0.9,0.03,0.03,0.13,2.1,True,True,False
PHI426,-8,-15,-27,False,-4,False,False,False,False,False,False,-17.568807339449542,0,-37,0.5217391304347826,0.5483870967741935,0.7222222222222222,0.16,0.08,-0.05,12.0,False,True,False
MEM514,-4,4,-3,True,2,False,True,True,False,False,False,-0.6638655462184874,11,-10,0.3333333333333333,0.4444444444444444,0.8333333333333334,-0.05,-0.04,0.05,2.4,False,False,True
BRK311,6,-3,-2,False,-10,True,False,False,False,True,False,-0.293103448275862,11,-12,0.40625,0.4558823529411764,0.8125,0.03,-0.01,0.03,2.2,True,True,True
ATL104,2,-4,-4,True,9,True,False,False,False,False,True,-1.1074380165289257,10,-15,0.375,0.5,0.8125,0.04,0.06,0.05,3.5,True,True,True
CHI317,-14,-18,-13,True,20,False,False,False,False,False,True,-9.81651376146789,12,-23,0.32,0.4583333333333333,1.0,-0.06,-0.01,0.24,2.05,False,True,True
CHO507,5,2,-5,False,-5,True,False,False,True,False,False,-1.4580152671755726,7,-13,0.2916666666666667,0.5072463768115942,0.85,-0.08,0.04,0.06,3.6,False,False,False
CHI417,-5,2,-10,False,0,True,False,True,True,False,False,-4.515789473684211,6,-16,0.375,0.484375,0.8571428571428571,-0.01,0.0,0.08,2.3,True,True,True
HOU314,-4,-13,-32,True,5,True,False,False,True,False,False,-14.909090909090908,8,-36,0.4642857142857143,0.5416666666666666,0.8125,0.08,0.06,0.03,6.0,False,True,False
TOR122,-17,-14,-9,False,-11,False,False,False,True,True,False,-12.655172413793103,0,-22,0.4193548387096774,0.421875,0.6666666666666666,0.05,-0.04,-0.12,2.15,False,True,True
PHI430,3,-19,-17,False,-5,True,False,False,False,False,True,-12.03125,13,-27,0.2857142857142857,0.430379746835443,0.9090909090909092,-0.06,-0.03,0.11,3.75,True,False,True
ATL407,5,-3,-23,True,5,True,False,False,False,False,False,-6.44,14,-26,0.5,0.5942028985507246,0.9375,0.15,0.13,0.13,2.0,True,True,False
WAS520,-1,-14,-31,True,4,False,False,False,False,False,False,-18.05223880597015,3,-38,0.5263157894736842,0.6176470588235294,0.7692307692307693,0.16,0.15,-0.01,2.4,True,True,False
LAC606,3,-8,-15,False,0,False,False,False,False,True,False,-5.570247933884297,5,-19,0.5161290322580645,0.53125,1.0,0.15,0.07,0.24,3.25,True,True,True
CHI322,-6,-14,-18,False,-7,True,False,False,False,False,False,-12.917431192660551,5,-27,0.5172413793103449,0.4626865671641791,0.8571428571428571,0.16,-0.01,0.08,5.0,True,False,True
DET416,7,0,-7,True,1,False,False,True,False,False,False,-0.0661157024793388,15,-11,0.2903225806451613,0.4246575342465753,0.6818181818181818,-0.07,-0.05,-0.09,2.35,False,True,True
TOR511,-8,-8,-14,False,-5,False,False,False,True,False,False,-11.7008547008547,0,-19,0.32,0.4745762711864407,1.0,-0.06,0.01,0.2,8.5,False,False,False
CLE111,3,-1,-6,False,-4,True,False,True,False,False,True,-1.0101010101010102,9,-16,0.2,0.55,0.6666666666666666,-0.18,0.07,-0.11,2.15,False,False,True
BRK515,1,-10,-8,False,-6,True,False,False,False,True,False,-3.7395833333333335,12,-20,0.3333333333333333,0.4626865671641791,0.6153846153846154,-0.02,-0.01,-0.16,6.25,False,True,True
DET504,-2,-4,-6,True,3,False,False,False,True,False,False,-4.157407407407407,2,-10,0.25,0.3888888888888889,0.8823529411764706,-0.11,-0.09,0.12,2.6,False,False,False
LAL1228,-8,4,-1,True,9,False,True,True,False,False,True,-0.4867256637168141,8,-13,0.4210526315789473,0.5,0.8461538461538461,0.05,0.03,0.06,2.95,False,False,False
OKC405,-11,-11,-16,False,-8,False,False,False,False,False,False,-14.857142857142858,4,-27,0.4285714285714285,0.4722222222222222,0.8888888888888888,0.06,-0.0,0.12,2.3,False,False,False
BOS530,1,-13,-21,True,6,True,False,False,False,False,True,-10.769736842105264,9,-27,0.5555555555555556,0.6129032258064516,1.0,0.18,0.15,0.21,4.5,True,False,True
UTA222,0,3,-1,False,-21,False,True,False,True,True,False,-3.1271186440677967,11,-23,0.4358974358974359,0.4761904761904761,0.8235294117647058,0.07,0.01,0.08,7.25,True,True,True
IND304,1,-9,-8,False,-2,True,False,False,False,True,False,-6.123809523809523,8,-18,0.5,0.5862068965517241,0.6666666666666666,0.13,0.12,-0.12,2.5,True,True,False
NOP312,-5,-21,-36,True,2,False,False,False,False,False,False,-16.165137614678898,2,-40,0.25,0.5428571428571428,0.8666666666666667,-0.13,0.06,0.09,3.4,True,False,True
GSW211,-10,8,-4,False,-2,False,True,True,True,False,False,-2.067961165048544,11,-13,0.4146341463414634,0.4696969696969697,0.7142857142857143,0.04,-0.0,-0.07,4.2,True,False,False
OKC429,-11,-17,-11,False,-3,True,False,True,False,True,True,-9.290909090909093,4,-20,0.15,0.4246575342465753,0.8235294117647058,-0.21,-0.05,0.05,4.5,False,True,True
ORL418,0,6,-8,True,4,False,False,True,True,False,True,-1.1217391304347826,12,-14,0.4615384615384615,0.515625,0.7,0.09,0.04,-0.09,1.9523809523809523,False,False,False
DEN317,-1,-12,-28,True,3,True,False,False,False,False,False,-15.52136752136752,9,-34,0.3333333333333333,0.5714285714285714,0.6666666666666666,-0.03,0.1,-0.08,3.2,True,True,True
SAS127,-5,14,-2,True,6,False,True,False,True,False,False,1.7,15,-9,0.3333333333333333,0.4520547945205479,0.8333333333333334,-0.04,-0.02,0.08,2.7,True,True,False
OKC410,-12,-13,-14,False,-10,False,False,False,False,False,True,-13.0,0,-24,0.2758620689655172,0.4857142857142857,0.6666666666666666,-0.09,0.01,-0.11,5.5,False,True,True
POR403,-16,-19,-45,False,-3,False,False,True,False,False,False,-25.92727272727273,0,-52,0.4545454545454545,0.5125,0.875,0.09,0.04,0.1,7.0,False,False,False
LAL302,-8,-7,-3,False,-7,True,False,True,False,False,True,-5.141592920353983,2,-14,0.5416666666666666,0.4833333333333333,0.8823529411764706,0.19,0.02,0.11,2.0,True,False,True
GSW506,-7,-12,-16,False,-5,False,False,False,False,True,False,-11.436363636363636,0,-25,0.40625,0.4848484848484848,0.7857142857142857,0.04,0.01,0.01,9.25,False,True,True
MIN113,-2,-2,-10,True,21,False,False,True,False,False,False,-1.9831932773109244,11,-12,0.32,0.5151515151515151,0.8235294117647058,-0.05,0.05,0.04,2.25,False,True,True
TOR408,-6,-13,-18,True,9,True,False,False,True,False,True,-11.741935483870968,9,-22,0.4230769230769231,0.578125,0.9230769230769232,0.04,0.12,0.12,2.55,False,True,False
LAC124,-17,-11,-12,True,4,False,False,True,False,True,False,-9.846153846153848,0,-17,0.282051282051282,0.4657534246575342,0.75,-0.08,-0.01,-0.02,9.0,True,True,True
SAS324,-12,-14,-18,False,-15,False,False,True,False,False,False,-14.975806451612904,0,-35,0.5,0.5454545454545454,0.75,0.12,0.07,-0.01,3.0,True,True,True
TOR326,-1,-2,-6,True,2,True,False,False,False,False,True,-4.278846153846154,5,-14,0.2857142857142857,0.5294117647058824,1.0,-0.09,0.07,0.2,2.5,True,True,True
ORL422,-2,-22,-38,True,3,False,False,False,False,False,False,-18.76,3,-42,0.5,0.6,0.875,0.13,0.13,0.09,5.0,False,False,False
ORL129,0,-14,-19,False,-7,False,False,False,False,True,False,-11.358490566037736,3,-28,0.3333333333333333,0.5,1.0,-0.04,0.03,0.21,3.7,True,True,True
POR402,-13,-7,-24,True,6,False,False,True,True,False,False,-11.789915966386555,4,-24,0.2903225806451613,0.5362318840579711,0.875,-0.08,0.06,0.09,2.3,True,True,True
LAL108,5,-1,-4,True,2,False,False,False,False,True,False,0.1532258064516129,10,-12,0.45,0.5333333333333333,1.0,0.09,0.06,0.23,4.5,True,False,True
TOR319,4,-1,-2,False,-1,True,False,True,False,True,False,1.3333333333333333,7,-10,0.3,0.4210526315789473,0.9166666666666666,-0.08,-0.04,0.12,2.65,True,True,True
MEM402,-2,-2,-8,False,-4,False,False,False,True,False,False,-7.0423728813559325,2,-25,0.5,0.4492753623188406,0.6956521739130435,0.11,-0.03,-0.09,3.15,True,True,True
NYK318,2,-1,-6,True,5,True,False,False,False,False,True,-2.065934065934066,10,-16,0.4,0.4516129032258064,0.6,0.03,-0.02,-0.19,2.8,True,True,True
DEN407,2,-4,-7,False,-3,True,False,False,False,True,False,-2.645454545454545,10,-20,0.2352941176470588,0.4714285714285714,0.7857142857142857,-0.14,-0.0,0.03,2.75,True,True,True
CHO205,2,-15,-16,False,-1,True,False,False,False,False,True,-9.10236220472441,12,-25,0.5,0.582089552238806,0.9,0.13,0.11,0.16,4.0,True,True,False
CHI1223,-13,-24,-32,True,12,False,False,False,False,False,True,-20.18897637795276,3,-40,0.4482758620689655,0.6166666666666667,0.8571428571428571,0.09,0.14,0.08,2.1,True,False,True
MIA507,4,-5,-11,True,2,True,False,False,False,False,False,-4.277777777777778,11,-14,0.4090909090909091,0.515625,0.7,0.02,0.03,-0.09,3.8,True,False,True
LAL1225,-3,-12,-14,False,-9,False,False,False,False,False,True,-10.085271317829458,5,-27,0.4,0.5522388059701493,0.6842105263157895,0.04,0.09,-0.08,3.25,True,True,False
LAL527,1,-3,-13,False,-1,False,False,False,False,False,False,-7.956140350877193,4,-21,0.1666666666666666,0.4545454545454545,0.8125,-0.19,-0.01,0.03,3.4,True,True,True
IND515,-8,-8,-8,True,1,False,False,False,False,True,False,-6.7251908396946565,2,-14,0.3181818181818182,0.53125,0.8076923076923077,-0.05,0.06,0.03,4.3,False,False,False
DAL303,-2,-7,-14,True,5,False,False,True,False,False,False,-6.159090909090909,2,-22,0.1724137931034483,0.417910447761194,0.8235294117647058,-0.19,-0.06,0.05,2.75,True,True,True
PHO430,-16,-16,-24,True,3,False,False,False,True,False,False,-16.699115044247787,2,-26,0.4,0.5846153846153846,0.8,0.06,0.14,0.03,2.4,False,True,True
OKC201,-24,-19,-26,False,-4,False,False,True,True,True,False,-21.58407079646018,2,-35,0.5277777777777778,0.4936708860759494,0.8333333333333334,0.16,0.02,0.06,2.75,True,True,True
LAL331,6,-8,-14,False,-1,True,False,False,False,False,True,-6.712962962962963,10,-20,0.5,0.5573770491803278,0.7857142857142857,0.15,0.1,0.01,4.2,False,False,True
MEM310,-9,-5,-9,False,-6,False,False,False,True,True,False,-8.901515151515152,2,-19,0.25,0.48,0.6666666666666666,-0.12,0.01,-0.11,2.4,True,True,True
POR420,1,4,-4,True,3,True,False,False,True,False,False,1.2982456140350878,10,-6,0.3448275862068966,0.4929577464788732,0.6666666666666666,-0.03,0.02,-0.12,2.8,False,True,True
MIL324,-5,-11,-14,True,12,True,False,False,False,False,True,-9.543859649122806,1,-25,0.5357142857142857,0.5211267605633803,0.6875,0.16,0.06,-0.1,3.45,True,True,True
BRK315,-5,-12,-12,True,7,True,False,False,True,False,True,-8.754098360655737,7,-18,0.5,0.6065573770491803,0.7857142857142857,0.16,0.17,0.02,3.9,True,True,True
PHO330,-3,-12,-4,False,-3,False,True,False,True,False,True,-7.564102564102564,0,-16,0.3846153846153846,0.4927536231884058,0.8461538461538461,0.04,0.03,0.04,2.9,True,True,True
NYK304,-6,-13,-19,True,9,False,False,True,False,True,False,-9.383928571428571,0,-20,0.3809523809523809,0.6031746031746031,0.75,0.02,0.13,-0.01,3.45,False,False,False
PHO1223,-1,-8,-6,True,2,False,False,False,False,True,False,-4.182608695652174,2,-12,0.375,0.4915254237288136,0.625,0.01,0.03,-0.14,2.0,True,True,False
OKC205,-2,4,-9,True,6,False,False,False,True,False,False,-1.57,8,-9,0.3939393939393939,0.4266666666666667,0.8888888888888888,0.03,-0.05,0.12,2.2,False,True,False
SAC1229,-2,12,-4,True,14,True,False,True,True,False,False,1.1209677419354838,14,-10,0.4736842105263157,0.6229508196721312,0.7894736842105263,0.09,0.13,0.0,1.9090909090909087,True,True,True
MIN303,-3,-6,-22,False,-11,True,False,False,False,False,False,-11.578512396694215,11,-38,0.3928571428571428,0.5285714285714286,0.7647058823529411,0.0,0.05,-0.02,2.15,True,False,True
PHO216,-11,-21,-12,True,16,False,False,False,False,True,True,-11.295081967213116,4,-24,0.4615384615384615,0.5735294117647058,1.0,0.1,0.11,0.22,3.7,True,False,False
CHI430,-12,-8,-17,True,7,False,False,False,True,False,False,-11.284403669724773,2,-19,0.3333333333333333,0.4520547945205479,0.7272727272727273,-0.02,-0.02,-0.05,2.1,False,True,True
LAC327,1,-5,-13,True,3,True,False,False,False,False,False,-5.038461538461538,10,-19,0.4782608695652174,0.5223880597014925,0.8,0.12,0.07,0.04,2.95,True,True,False
DET228,-5,-11,-19,False,0,False,False,True,False,False,False,-13.0188679245283,3,-24,0.5,0.4705882352941176,0.8,0.14,-0.01,0.04,1.9523809523809523,True,False,False
NYK526,7,13,-1,False,-8,True,False,False,True,False,False,3.699029126213592,15,-10,0.4090909090909091,0.3714285714285714,0.7894736842105263,0.06,-0.09,-0.01,2.15,True,True,True
SAS327,-13,-26,-23,True,7,False,False,False,False,False,True,-19.291666666666668,3,-36,0.3809523809523809,0.5797101449275363,0.8,0.02,0.11,0.03,2.0,True,True,True
LAC1229,-4,-20,-29,True,6,True,False,False,False,False,False,-13.300884955752212,9,-31,0.5833333333333334,0.582089552238806,0.9285714285714286,0.19,0.1,0.14,5.75,False,True,True
CLE510,1,7,-2,False,-7,False,True,True,False,False,False,-0.6017699115044248,10,-10,0.35,0.4852941176470588,0.6,-0.03,0.0,-0.18,4.75,True,False,True
CLE319,-3,-12,-15,True,9,False,False,False,True,False,True,-11.285714285714286,0,-22,0.3333333333333333,0.4264705882352941,0.8181818181818182,-0.05,-0.06,0.04,2.75,True,True,True
BOS428,-20,-11,-8,False,-1,False,False,True,True,True,False,-9.390243902439025,1,-20,0.34375,0.4459459459459459,0.7857142857142857,-0.02,-0.02,0.04,3.2,True,False,True
GSW127,-2,-7,-20,True,8,False,False,True,False,False,False,-9.443548387096774,5,-25,0.5,0.5230769230769231,0.8666666666666667,0.11,0.04,0.08,4.5,False,True,True
ORL106,8,-6,-19,True,8,True,False,False,False,False,False,-6.462962962962963,12,-23,0.4545454545454545,0.5079365079365079,0.6428571428571429,0.07,0.02,-0.14,2.8,True,False,True
TOR118,-4,0,-9,False,-14,True,False,False,True,False,False,-6.684210526315789,3,-23,0.28,0.4571428571428571,0.9090909090909092,-0.08,-0.0,0.15,2.35,True,False,True
PHO1229,-2,-22,-39,True,14,False,False,False,False,False,False,-16.782178217821784,4,-40,0.4473684210526316,0.5238095238095238,1.0,0.07,0.05,0.21,2.05,True,True,True
POR1223,-7,-21,-26,True,6,True,False,False,False,False,True,-16.137614678899084,7,-31,0.4,0.4729729729729729,0.8,0.03,-0.0,0.01,2.1,True,False,True
DEN1228,-10,-10,-23,True,10,False,False,False,True,False,False,-11.43801652892562,4,-25,0.4827586206896552,0.5882352941176471,0.5,0.1,0.11,-0.28,3.25,True,False,True
NYK409,-12,-9,-7,True,11,False,False,False,True,False,True,-6.916083916083916,5,-15,0.5238095238095238,0.5151515151515151,0.6470588235294118,0.19,0.08,-0.11,2.0,True,True,True
DET113,-14,-11,-14,True,5,False,False,False,True,False,False,-13.65686274509804,0,-23,0.4571428571428571,0.515625,0.5833333333333334,0.1,0.04,-0.18,5.5,True,True,True
NYK421,-5,-2,-7,True,17,True,False,True,False,False,False,-2.414814814814815,10,-11,0.3333333333333333,0.5066666666666667,1.0,-0.0,0.07,0.24,2.05,True,True,True
LAC214,-8,-12,-18,True,1,False,False,False,False,False,True,-13.485074626865671,5,-28,0.4615384615384615,0.4861111111111111,0.8275862068965517,0.08,0.0,0.05,4.95,True,True,True
PHI314,-11,-8,-33,False,-2,False,False,True,False,False,False,-17.382113821138212,3,-42,0.5263157894736842,0.6081081081081081,0.6666666666666666,0.15,0.14,-0.09,2.8,False,True,True
NYK323,-8,-20,-28,True,10,False,False,False,False,False,True,-15.325925925925926,6,-31,0.5909090909090909,0.5416666666666666,0.85,0.22,0.07,0.07,2.3,True,True,True
LAL228,-20,-29,-30,True,4,False,False,False,False,False,False,-22.62608695652174,1,-35,0.4166666666666667,0.5161290322580645,0.7352941176470589,0.06,0.06,-0.04,2.25,True,True,False
PHO304,-11,-11,-14,False,-8,False,False,False,True,False,False,-12.48148148148148,3,-25,0.4347826086956521,0.4927536231884058,0.75,0.08,0.04,-0.03,6.5,False,True,False
POR319,4,4,-5,True,11,True,False,False,True,False,False,1.637931034482759,9,-8,0.5161290322580645,0.5932203389830508,0.9230769230769232,0.14,0.12,0.14,2.45,True,False,True
BOS404,1,-15,-28,False,-2,True,False,False,False,False,False,-13.082474226804123,9,-30,0.45,0.5217391304347826,0.8888888888888888,0.08,0.05,0.14,4.5,True,False,True
GSW202,11,0,-1,False,-3,False,False,False,False,False,True,-0.584070796460177,11,-10,0.4,0.492063492063492,0.7777777777777778,0.04,0.04,-0.0,2.2,True,True,True
BRK329,-12,-9,-10,True,5,False,False,True,True,True,False,-8.043478260869565,2,-17,0.3333333333333333,0.4705882352941176,0.8421052631578947,-0.06,-0.01,0.06,6.0,True,True,True
SAC516,-3,-15,-24,True,2,True,False,False,False,False,True,-13.44144144144144,12,-29,0.4722222222222222,0.5072463768115942,0.9090909090909092,0.09,0.02,0.12,6.5,False,False,True
ORL221,-2,-8,-7,False,-2,False,False,False,False,False,True,-7.410714285714286,3,-14,0.3181818181818182,0.4426229508196721,0.88,-0.04,-0.03,0.12,2.45,True,False,False
LAC406,-15,-7,-12,False,-5,False,False,False,True,True,False,-12.575539568345324,-1,-26,0.4333333333333333,0.5285714285714286,0.875,0.06,0.06,0.09,2.95,True,True,True
PHO413,8,-6,-11,False,-9,True,False,False,False,True,False,-2.656862745098039,13,-21,0.3125,0.4603174603174603,0.9375,-0.05,0.0,0.16,2.45,True,True,True
IND513,-1,-3,-13,True,4,True,False,True,False,False,True,-5.935714285714286,9,-19,0.4347826086956521,0.5972222222222222,0.7647058823529411,0.07,0.13,-0.02,4.75,True,False,False
NOP206,-2,-1,-1,True,10,True,False,False,True,True,False,-0.1913043478260869,11,-12,0.3928571428571428,0.4857142857142857,0.8,0.01,0.02,0.01,2.0,True,True,True
MEM529,-12,-11,-11,True,1,False,False,True,False,True,False,-7.584745762711864,2,-15,0.4473684210526316,0.5,0.8333333333333334,0.08,0.04,0.05,2.85,True,True,True
SAC108,8,3,-8,False,-13,True,False,False,True,False,False,-0.3458646616541353,19,-24,0.5,0.5774647887323944,0.8333333333333334,0.12,0.09,0.05,2.0,True,True,True
HOU421,-7,-18,-28,True,5,False,False,False,False,False,True,-18.336734693877556,-1,-36,0.4054054054054054,0.4714285714285714,0.8333333333333334,0.02,-0.01,0.05,6.0,False,False,True
MIA1230,6,-5,-3,True,14,True,False,False,False,False,True,-1.4102564102564104,15,-14,0.4166666666666667,0.430379746835443,0.8888888888888888,0.05,-0.03,0.11,3.2,False,True,True
DET122,13,8,-4,True,5,True,False,True,False,True,False,7.342592592592593,20,-6,0.5,0.4032258064516129,0.7307692307692307,0.12,-0.08,-0.05,2.25,False,True,False
PHO319,-5,-10,-5,False,-7,True,False,True,False,True,False,-5.476635514018692,5,-21,0.45,0.4705882352941176,0.8333333333333334,0.06,-0.01,0.05,6.25,True,False,True
MIA504,9,-9,-21,True,7,True,False,False,False,False,False,-6.756521739130434,11,-26,0.4571428571428571,0.578125,0.6153846153846154,0.09,0.12,-0.17,1.9090909090909087,False,True,True
ORL219,3,13,-1,True,5,True,False,True,True,False,False,3.7844827586206895,17,-13,0.4117647058823529,0.5068493150684932,0.5454545454545454,0.04,0.04,-0.24,2.75,True,True,False
MIL515,-16,-19,-18,True,4,False,False,False,False,False,False,-14.090909090909092,1,-24,0.4166666666666667,0.5873015873015873,0.7142857142857143,0.05,0.13,-0.07,2.6,False,True,True
TOR328,9,6,-7,True,2,False,False,False,False,False,False,0.3435114503816794,11,-11,0.2692307692307692,0.4729729729729729,0.875,-0.11,0.01,0.08,2.15,True,True,False
NYK329,-5,7,-11,True,1,False,False,True,True,False,False,-4.072164948453608,9,-16,0.3461538461538461,0.4426229508196721,0.8571428571428571,0.01,0.0,0.1,2.4,True,True,True
SAC203,-4,1,-1,True,6,False,True,False,True,False,True,-2.0,5,-11,0.3076923076923077,0.4393939393939394,0.8888888888888888,-0.07,-0.05,0.1,1.9090909090909087,True,True,True
MEM519,-19,-7,-7,True,3,False,True,True,False,False,False,-7.97196261682243,2,-21,0.3125,0.4057971014492754,0.6111111111111112,-0.06,-0.07,-0.15,2.7,True,True,False
WAS403,-5,-5,-8,False,-14,False,False,True,False,False,False,-8.245283018867925,1,-22,0.2916666666666667,0.4166666666666667,0.7272727272727273,-0.08,-0.05,-0.05,2.9,True,False,False
POR318,-8,-9,-7,False,-1,True,False,False,True,True,True,-6.79047619047619,6,-14,0.3,0.3939393939393939,0.8421052631578947,-0.08,-0.08,0.05,2.05,True,True,True
