mid,q1_diff,q2_diff,q3_diff,improved_score,score_change,q1_first,q1_second,q2_first,q2_second,q3_first,q3_second,avg_score_diff,max_score_diff_pos,max_score_diff_neg,pct_3p,pct_fg,pct_ft,pct_3p_reg,pct_fg_reg,pct_ft_reg,underdog_odds,p1_plays,p2_plays,p3_plays
CLE501,7,-7,-13,False,-4,True,False,False,False,False,True,-5.990909090909091,11,-23,0.5,0.5522388059701493,0.8461538461538461,0.12,0.07,0.07,6.5,True,False,True
LAC408,-4,2,-2,False,-8,False,False,True,True,True,False,-3.008771929824561,7,-16,0.5,0.5,0.8888888888888888,0.15,0.03,0.11,3.0,True,True,True
UTA602,-20,-24,-30,True,14,False,False,False,False,False,True,-21.339285714285715,-1,-35,0.4054054054054054,0.5633802816901409,0.9166666666666666,0.04,0.1,0.13,4.8,True,True,True
ORL104,-7,-2,-22,True,2,False,False,False,True,False,False,-8.89010989010989,1,-24,0.5,0.4857142857142857,0.8888888888888888,0.12,0.0,0.11,2.9,True,False,False
MIN505,-4,-10,-4,False,0,False,False,True,False,True,False,-3.673758865248227,5,-13,0.4210526315789473,0.5333333333333333,0.8636363636363636,0.03,0.05,0.08,2.4,True,False,True
PHO410,2,-2,-22,False,-6,False,False,False,False,False,False,-11.049586776859504,5,-32,0.3793103448275862,0.5365853658536586,1.0,0.01,0.07,0.22,8.5,True,False,True
TOR116,-4,-2,-1,False,-2,True,False,False,True,True,False,-2.5,12,-13,0.4473684210526316,0.4142857142857143,0.9285714285714286,0.08,-0.05,0.18,3.3,True,True,True
IND131,-10,-9,-13,True,22,True,False,False,True,False,True,-7.968253968253968,9,-20,0.4285714285714285,0.5373134328358209,0.875,0.07,0.08,0.11,2.25,True,True,False
MIL203,-8,-17,-34,True,14,False,False,False,True,False,False,-18.38135593220339,0,-40,0.4857142857142857,0.5352112676056338,0.9285714285714286,0.12,0.07,0.15,4.3,True,True,False
UTA209,3,-1,-11,False,-3,True,False,False,False,False,False,-4.327868852459017,8,-14,0.3529411764705882,0.484375,0.9411764705882352,-0.02,0.02,0.16,2.8,True,True,False
GSW326,-7,-18,-16,False,0,False,False,False,False,True,True,-13.154471544715449,1,-24,0.4583333333333333,0.578125,0.7894736842105263,0.1,0.13,0.01,3.25,False,True,False
MIA316,-11,-14,-19,True,4,True,False,True,False,False,False,-10.863636363636363,4,-22,0.4705882352941176,0.5692307692307692,0.8666666666666667,0.09,0.09,0.09,5.5,True,True,True
IND106,-5,-6,-3,False,-4,True,False,False,True,True,False,-1.7642276422764227,10,-11,0.3888888888888889,0.5151515151515151,0.8333333333333334,0.01,0.04,0.05,2.25,True,False,False
LAL1228,-8,4,-1,True,9,False,True,True,False,False,True,-0.4867256637168141,8,-13,0.4210526315789473,0.5,0.8461538461538461,0.05,0.03,0.06,5.0,False,False,False
HOU1231,1,-4,-1,False,-2,False,False,False,False,False,True,-0.8203125,7,-10,0.3333333333333333,0.5373134328358209,0.75,-0.05,0.05,-0.04,2.8,True,True,True
IND317,-15,-3,-2,True,11,True,False,True,True,False,True,-2.605839416058394,10,-16,0.2692307692307692,0.5074626865671642,0.8888888888888888,-0.1,0.05,0.11,2.0,True,False,False
IND429,-7,-14,-18,True,1,False,False,False,False,False,True,-12.1203007518797,3,-23,0.3793103448275862,0.5652173913043478,0.8461538461538461,0.01,0.1,0.06,2.8,False,False,False
NOP127,-17,-19,-14,False,-4,False,False,True,False,True,True,-14.533898305084746,0,-26,0.3421052631578947,0.4933333333333333,0.5,-0.03,0.02,-0.28,4.0,False,True,False
SAS416,-3,-9,-2,True,3,False,True,True,False,False,True,-4.727272727272728,4,-16,0.25,0.4864864864864865,0.9,-0.12,0.01,0.11,2.05,False,True,True
LAC223,-16,-17,-5,False,-14,False,True,False,True,False,True,-14.516666666666667,-2,-24,0.4230769230769231,0.5633802816901409,0.6153846153846154,0.05,0.09,-0.17,7.0,True,True,True
DEN114,-13,-11,-14,True,4,False,False,True,False,True,False,-8.564102564102564,5,-17,0.3214285714285714,0.4722222222222222,0.7222222222222222,-0.04,0.02,-0.06,2.7,True,True,True
MIL223,-2,-17,-24,False,-3,False,False,False,False,True,False,-9.584745762711863,4,-29,0.5625,0.5833333333333334,0.6875,0.17,0.1,-0.1,6.0,True,True,True
POR301,6,0,-9,False,-3,False,False,False,True,False,False,-4.235849056603773,11,-19,0.46875,0.5384615384615384,0.7,0.1,0.07,-0.05,3.9,True,False,True
UTA312,-9,-17,-13,False,-2,False,False,False,False,False,True,-10.372727272727271,3,-23,0.34375,0.5,0.9047619047619048,-0.04,0.02,0.12,16.0,False,False,False
NOP516,-8,-4,-15,True,3,False,False,False,True,True,False,-7.485981308411215,0,-15,0.36,0.4933333333333333,0.6153846153846154,-0.02,0.02,-0.17,4.75,False,False,False
UTA503,-9,-17,-17,True,6,False,False,True,False,False,True,-13.11214953271028,-2,-25,0.3333333333333333,0.5147058823529411,0.6666666666666666,-0.04,0.04,-0.09,3.7,True,True,False
LAL512,-8,-6,-4,True,2,True,False,False,True,True,False,-3.7936507936507935,7,-12,0.3333333333333333,0.5833333333333334,0.625,-0.05,0.1,-0.16,5.0,False,False,False
GSW226,-8,-15,-19,True,10,False,False,True,False,True,False,-8.851851851851851,5,-19,0.4210526315789473,0.6290322580645161,0.8947368421052632,0.06,0.16,0.15,3.2,True,True,True
LAC612,-4,-15,-11,False,-15,False,False,False,False,True,False,-11.228070175438596,8,-28,0.4827586206896552,0.5285714285714286,0.75,0.14,0.08,-0.02,2.75,True,True,True
HOU126,3,-4,-5,False,-14,True,False,False,False,True,False,-3.091743119266055,7,-19,0.2758620689655172,0.3970588235294117,0.7647058823529411,-0.09,-0.07,-0.02,2.4,True,True,False
SAS103,-10,-14,-22,True,1,False,False,False,False,False,False,-16.058823529411764,0,-31,0.5277777777777778,0.5230769230769231,0.6111111111111112,0.15,0.05,-0.15,2.9,True,True,False
BRK512,-15,-6,-15,True,3,False,False,True,False,False,True,-10.18796992481203,2,-19,0.375,0.5714285714285714,0.7894736842105263,-0.0,0.1,0.03,2.75,True,True,False
MEM430,1,4,-17,False,0,True,False,True,True,False,False,-3.696629213483146,9,-24,0.2727272727272727,0.3670886075949367,0.8,-0.1,-0.1,0.01,7.0,False,False,False
OKC502,6,-7,-13,True,10,True,False,False,False,False,False,-5.6434108527131785,8,-18,0.4583333333333333,0.5625,0.8333333333333334,0.09,0.09,0.06,10.0,False,True,True
BRK401,-21,-20,-27,True,5,False,False,False,True,False,True,-20.4468085106383,2,-32,0.5151515151515151,0.5,0.75,0.15,0.03,0.01,2.2,True,True,True
IND122,-9,-2,-1,False,-1,False,True,True,False,True,False,-1.578512396694215,8,-12,0.4285714285714285,0.4918032786885246,0.8823529411764706,0.06,0.02,0.1,2.7,True,True,True
MIL320,7,-7,-4,False,-3,True,False,False,False,True,False,-1.3504273504273503,14,-12,0.2962962962962963,0.463768115942029,0.8888888888888888,-0.08,-0.01,0.13,6.5,True,False,True
DET1229,5,3,-1,False,-9,True,False,False,False,False,True,-0.5819672131147541,12,-13,0.3461538461538461,0.4482758620689655,0.6666666666666666,-0.02,-0.03,-0.09,2.5,True,False,True
HOU416,-7,-20,-21,False,-8,False,False,False,False,True,False,-14.96774193548387,2,-29,0.3076923076923077,0.5303030303030303,0.8461538461538461,-0.07,0.05,0.06,4.4,False,False,True
ATL528,2,-14,-14,True,3,True,False,False,False,True,False,-8.077669902912621,4,-18,0.6,0.5645161290322581,0.5714285714285714,0.26,0.12,-0.19,2.7,True,True,True
CHI422,-11,-14,-21,True,4,False,False,True,False,False,False,-14.58,0,-27,0.3636363636363636,0.5303030303030303,0.8571428571428571,-0.0,0.06,0.11,2.0,True,False,True
PHI109,-2,-7,-21,True,9,False,False,True,False,False,False,-9.36111111111111,2,-22,0.4761904761904761,0.5737704918032787,0.8666666666666667,0.12,0.12,0.1,8.0,False,False,False
BOS1230,-12,-26,-25,True,6,False,False,False,False,True,True,-19.84873949579832,4,-32,0.4516129032258064,0.5362318840579711,0.8,0.08,0.07,0.01,3.45,False,True,True
LAL1228,-8,4,-1,True,9,False,True,True,False,False,True,-0.4867256637168141,8,-13,0.4210526315789473,0.5,0.8461538461538461,0.03,0.02,0.06,5.0,True,False,True
DAL422,-5,-11,-4,False,-1,False,False,False,False,True,False,-3.4838709677419355,8,-13,0.4375,0.5161290322580645,0.7666666666666667,0.09,0.06,-0.01,2.4,False,False,True
IND419,-15,-11,-16,True,1,False,False,True,True,False,True,-12.677966101694915,6,-23,0.35,0.4375,0.7916666666666666,-0.02,-0.03,0.01,2.4,False,True,False
PHO706,-4,-8,-16,True,3,False,False,False,False,False,False,-7.870689655172414,3,-20,0.375,0.463768115942029,1.0,-0.01,0.01,0.22,2.9,True,True,False
LAC217,1,5,-6,False,-12,True,False,True,True,False,False,-3.412844036697248,6,-22,0.3333333333333333,0.4507042253521127,0.8181818181818182,-0.02,-0.01,0.04,3.2,False,False,False
BRK1222,-15,-18,-28,True,2,False,False,False,True,False,False,-21.23140495867769,2,-38,0.48,0.4925373134328358,0.7777777777777778,0.12,0.04,-0.0,3.65,True,True,False
PHI122,8,3,-11,False,-1,False,False,False,True,False,False,-2.4344262295081966,10,-15,0.4,0.5666666666666667,0.7894736842105263,0.03,0.1,0.0,2.6,False,True,True
GSW516,-1,-6,-17,True,5,True,False,False,True,False,False,-4.25,9,-17,0.3703703703703703,0.5,0.8888888888888888,0.0,0.04,0.1,2.45,True,True,True
DET108,-9,-8,-4,True,9,True,False,False,True,True,True,-5.110091743119266,9,-23,0.3783783783783784,0.4754098360655737,0.4,0.02,-0.0,-0.36,3.7,True,True,True
CLE430,-5,-6,-23,False,-6,False,False,True,False,True,False,-9.658333333333331,4,-33,0.4615384615384615,0.4459459459459459,0.8260869565217391,0.08,-0.04,0.05,3.25,True,True,True
WAS315,-9,-14,-16,True,5,False,False,False,False,False,True,-11.736842105263158,2,-26,0.4583333333333333,0.5633802816901409,1.0,0.09,0.09,0.22,3.9,True,True,True
PHI106,-9,-15,-10,True,5,False,False,False,False,False,True,-8.829931972789115,3,-21,0.64,0.640625,0.75,0.27,0.17,-0.03,3.2,True,True,True
POR508,-1,-10,-15,False,-7,True,False,False,False,False,False,-9.128,9,-26,0.3571428571428571,0.4266666666666667,0.8421052631578947,-0.02,-0.05,0.08,3.0,True,True,False
MIN413,-8,-21,-30,False,0,False,False,False,False,False,False,-22.429752066115704,0,-45,0.4642857142857143,0.5277777777777778,0.8823529411764706,0.07,0.05,0.1,3.4,False,False,True
GSW511,-9,-8,-6,True,12,False,False,False,True,True,False,-5.642276422764228,6,-16,0.4615384615384615,0.5737704918032787,0.8888888888888888,0.1,0.12,0.11,2.6,True,True,True
POR321,3,-11,-34,False,-6,True,False,False,False,False,False,-15.57391304347826,7,-45,0.5483870967741935,0.578125,0.8,0.18,0.11,0.01,2.1,True,False,True
NYK113,-1,-16,-16,True,9,False,False,False,False,False,False,-9.7,7,-19,0.4516129032258064,0.5,0.8571428571428571,0.11,0.06,0.1,2.25,True,True,False
NYK131,2,-1,-10,False,-4,True,False,True,False,False,False,-2.878787878787879,7,-16,0.5,0.5666666666666667,0.9047619047619048,0.16,0.13,0.14,4.75,True,True,True
ORL206,0,-18,-31,True,5,False,False,False,False,False,False,-14.339622641509434,4,-33,0.5,0.5352112676056338,0.6666666666666666,0.13,0.06,-0.12,2.0,True,False,False
BRK516,-10,-11,-23,True,9,False,False,True,False,False,False,-12.941666666666666,0,-25,0.5714285714285714,0.6065573770491803,0.7647058823529411,0.19,0.12,-0.01,10.0,True,False,True
DAL109,-9,-6,-10,False,-4,False,False,True,True,True,False,-6.700934579439252,6,-16,0.5333333333333333,0.5,0.625,0.16,0.03,-0.16,3.2,True,False,True
LAC113,0,-18,-12,True,7,False,False,False,False,True,False,-6.642857142857143,6,-18,0.5,0.4545454545454545,0.8636363636363636,0.12,-0.01,0.07,5.75,True,False,False
LAL415,-8,-13,-12,True,4,False,True,False,False,True,False,-11.350427350427353,0,-27,0.4545454545454545,0.5873015873015873,0.7777777777777778,0.1,0.13,0.0,3.8,False,False,True
SAC109,-14,-17,-24,False,-2,False,False,True,False,False,True,-18.056910569105693,0,-31,0.34375,0.4415584415584415,1.0,-0.04,-0.05,0.21,2.8,True,True,True
CLE221,-3,-11,-11,False,-5,True,False,False,False,True,False,-6.870689655172414,10,-20,0.3333333333333333,0.5333333333333333,0.7894736842105263,-0.05,0.05,0.01,2.3,True,True,True
NOP1227,2,-2,-8,True,5,False,False,True,False,False,False,-2.2884615384615383,7,-15,0.25,0.3972602739726027,0.8421052631578947,-0.13,-0.07,0.08,2.7,True,True,False
BOS402,-8,-8,-12,False,-4,False,False,True,False,False,True,-10.02777777777778,2,-24,0.3333333333333333,0.463768115942029,0.8,-0.05,-0.02,0.02,6.75,False,False,True
TOR516,-1,-13,-11,False,-1,False,False,False,False,False,True,-8.272,4,-18,0.4,0.4594594594594595,0.7777777777777778,0.02,-0.0,-0.02,3.0,False,False,False
ORL326,-3,-10,-3,False,-4,True,False,False,False,True,True,-3.066666666666667,6,-13,0.4242424242424242,0.4307692307692308,0.625,0.05,-0.04,-0.16,5.25,False,False,False
GSW508,-12,-25,-39,False,0,False,False,False,False,False,False,-23.778761061946906,2,-48,0.4651162790697674,0.5454545454545454,0.875,0.1,0.07,0.1,9.0,False,True,True
SAC325,2,-11,-20,False,-2,False,False,False,False,True,False,-9.118110236220472,7,-24,0.5,0.6060606060606061,0.8,0.14,0.15,0.02,2.65,False,True,False
PHI514,-3,-23,-27,True,2,False,False,False,False,False,False,-18.068376068376068,2,-32,0.4814814814814814,0.4852941176470588,0.9444444444444444,0.11,0.01,0.16,10.0,False,False,False
CHO111,-6,-7,-14,False,-7,False,False,True,False,False,False,-9.932038834951456,1,-21,0.3076923076923077,0.4603174603174603,0.8421052631578947,-0.03,0.02,0.08,2.7,True,True,False
OKC501,-13,-36,-56,False,-1,False,False,False,False,False,False,-34.78225806451613,0,-67,0.6428571428571429,0.696969696969697,0.8421052631578947,0.28,0.22,0.07,4.2,False,True,False
LAL417,1,-3,-12,False,0,True,False,False,False,False,False,-2.6134453781512605,5,-14,0.4137931034482758,0.5303030303030303,0.875,0.07,0.08,0.11,2.0,False,True,True
BRK423,4,-9,-15,True,10,False,False,False,False,True,False,-5.756756756756757,7,-17,0.4347826086956521,0.4761904761904761,0.8181818181818182,0.06,0.01,0.03,2.35,True,False,True
UTA224,-1,-16,-26,True,1,False,False,False,False,False,False,-15.191919191919192,4,-29,0.4705882352941176,0.5076923076923077,0.7272727272727273,0.12,0.05,-0.05,4.3,True,False,False
MIN101,-12,-3,-29,True,8,False,False,True,True,False,False,-16.10924369747899,-2,-37,0.5217391304347826,0.5441176470588235,0.7368421052631579,0.13,0.06,-0.05,1.9090909090909087,False,True,True
ORL227,-1,-4,-11,False,-4,False,False,False,False,False,True,-7.517543859649122,7,-19,0.3333333333333333,0.4852941176470588,0.5625,-0.04,0.01,-0.22,5.0,True,True,False
DET331,2,1,-8,False,-15,False,False,False,True,False,True,-6.411764705882353,4,-23,0.631578947368421,0.5161290322580645,0.8461538461538461,0.27,0.04,0.09,3.6,True,False,False
MIA104,0,-14,-25,False,-3,False,False,False,False,True,False,-14.528846153846152,3,-35,0.5172413793103449,0.559322033898305,0.7692307692307693,0.15,0.09,-0.0,4.5,True,True,True
UTA202,-11,-23,-17,True,5,False,False,False,False,False,True,-15.71900826446281,0,-28,0.4193548387096774,0.5,0.95,0.06,0.02,0.19,7.5,True,True,True
BRK619,3,6,-1,False,-3,True,False,False,True,False,False,1.3644067796610169,10,-6,0.4285714285714285,0.4246575342465753,0.6666666666666666,0.06,-0.03,-0.11,2.25,True,False,True
SAC122,1,5,-4,False,-5,False,True,False,True,False,False,-1.6320754716981132,7,-12,0.3478260869565217,0.4225352112676056,0.6153846153846154,0.01,-0.02,-0.15,2.45,True,True,True
MIL124,-17,-19,-11,False,-3,False,False,False,False,True,False,-13.8984375,0,-24,0.3809523809523809,0.5538461538461539,0.7368421052631579,0.03,0.09,-0.07,7.25,False,True,False
DET315,0,-10,-20,True,10,True,False,False,False,False,False,-9.553398058252426,4,-23,0.5555555555555556,0.6119402985074627,0.6,0.19,0.14,-0.16,2.0,True,False,True
CLE219,-10,-19,-15,False,-2,False,False,True,False,True,False,-12.4375,1,-23,0.4583333333333333,0.6101694915254238,0.9230769230769232,0.08,0.13,0.14,4.75,True,True,True
BRK615,-14,-16,-6,True,12,False,True,True,False,True,True,-7.869565217391305,6,-17,0.4615384615384615,0.5161290322580645,0.8461538461538461,0.1,0.06,0.07,2.0,True,False,True
MIL701,-14,-9,-13,True,2,False,False,True,True,False,False,-12.78048780487805,0,-20,0.2272727272727272,0.5,0.625,-0.12,0.04,-0.18,2.65,False,True,True
ATL611,-8,-5,-20,True,4,True,False,True,True,False,False,-11.123188405797102,4,-22,0.4666666666666667,0.5901639344262295,0.6666666666666666,0.12,0.13,-0.14,2.1,True,True,True
NOP402,6,-1,-15,False,-8,True,False,False,False,False,False,-7.163934426229508,7,-25,0.391304347826087,0.5217391304347826,0.7647058823529411,0.01,0.05,-0.03,2.0,False,False,False
BOS406,-1,-13,-15,True,5,False,False,False,False,False,False,-9.460176991150442,4,-21,0.4,0.4915254237288136,0.76,0.03,0.03,-0.03,1.9090909090909087,True,True,True
MIL106,-11,-26,-26,True,11,False,False,False,False,False,True,-16.992125984251967,0,-34,0.5142857142857142,0.5633802816901409,0.7692307692307693,0.15,0.09,0.01,7.5,True,True,True
BOS108,-5,-19,-15,True,6,False,False,False,False,False,True,-12.352941176470589,2,-28,0.4,0.5555555555555556,0.8,0.03,0.08,0.02,2.55,True,True,True
CHO413,-3,-2,-10,True,2,True,False,True,False,False,False,-1.15,9,-11,0.3548387096774194,0.4285714285714285,0.9166666666666666,-0.01,-0.04,0.17,2.0,False,False,False
HOU501,2,6,-21,False,-5,True,False,True,False,False,False,-5.754901960784314,11,-27,0.3714285714285714,0.4754098360655737,0.7391304347826086,-0.01,-0.0,-0.04,4.2,False,False,True
MEM116,1,-6,-12,True,10,True,False,False,False,True,False,-3.5689655172413794,6,-14,0.2608695652173913,0.4625,0.8888888888888888,-0.1,0.01,0.12,2.1,True,True,False
MIL422,-14,-17,-21,True,14,False,False,False,False,False,False,-14.347457627118644,-2,-21,0.6333333333333333,0.6060606060606061,0.6,0.27,0.15,-0.16,3.35,True,False,True
DEN409,-10,-11,-13,True,11,False,False,False,True,True,False,-7.66412213740458,-1,-18,0.5217391304347826,0.5737704918032787,0.9333333333333332,0.14,0.1,0.18,3.4,True,True,True
IND1229,5,1,-11,True,16,True,False,False,True,True,False,-0.4634146341463415,9,-17,0.4444444444444444,0.5538461538461539,0.8333333333333334,0.07,0.09,0.05,1.9523809523809523,True,True,True
CLE203,-8,-3,-14,False,-8,False,False,True,False,False,False,-8.544642857142858,4,-23,0.56,0.559322033898305,0.7272727272727273,0.18,0.08,-0.05,4.5,True,True,True
MIL522,2,-3,-2,False,0,False,False,True,False,True,False,0.168141592920354,7,-8,0.1363636363636363,0.5,0.5833333333333334,-0.23,0.04,-0.2,2.9,True,True,True
LAC626,-9,-14,-3,False,-1,False,True,False,False,True,True,-7.268041237113402,-1,-16,0.2352941176470588,0.4029850746268656,0.8461538461538461,-0.12,-0.06,0.07,1.9090909090909087,False,True,True
NYK523,8,2,-2,True,4,True,False,False,False,True,False,1.9345794392523368,11,-7,0.2916666666666667,0.4305555555555556,0.6666666666666666,-0.06,-0.03,-0.14,2.0,True,True,True
OKC407,-3,-5,-8,False,-3,False,True,True,False,True,False,-5.666666666666667,4,-17,0.3428571428571428,0.4305555555555556,0.9166666666666666,-0.02,-0.04,0.14,2.9,False,False,False
DEN117,-1,5,-2,False,-2,False,True,False,True,False,False,-2.443396226415094,8,-10,0.4242424242424242,0.4915254237288136,0.6,0.06,0.02,-0.17,2.1,True,True,False
WAS109,-3,-4,-17,True,13,False,False,True,False,False,False,-7.348484848484849,2,-24,0.4166666666666667,0.5277777777777778,0.75,0.05,0.06,-0.03,6.0,False,False,True
PHO213,5,0,-5,False,-4,True,False,False,False,True,False,-2.046511627906977,8,-14,0.375,0.5833333333333334,0.7692307692307693,0.02,0.13,0.01,1.9523809523809523,True,True,True
MIN513,-9,-11,-3,False,-8,False,False,False,False,True,True,-7.081818181818182,3,-13,0.3333333333333333,0.5131578947368421,0.8571428571428571,-0.06,0.03,0.07,2.2,True,False,True
WAS529,-8,-14,-23,False,-6,False,False,False,False,False,False,-13.84297520661157,2,-31,0.5,0.6086956521739131,0.6111111111111112,0.13,0.14,-0.17,2.9,True,True,True
SAS114,3,3,-4,True,8,True,False,True,False,False,False,0.3119266055045872,11,-9,0.3333333333333333,0.4428571428571428,0.6666666666666666,-0.05,-0.04,-0.12,3.5,False,False,True
